
65.5822528,22.2062912
65.5822109,22.2063335
65.5822323,22.2063115
65.582228,22.2062268
65.5822276,22.206226
65.5822274,22.2062264
65.5822281,22.2062297
65.5822295,22.2062353
65.5822314,22.2062425
65.5822337,22.2062506
65.5822417,22.2062738
65.5822463,22.2062862
65.582249,22.2062933
65.5822506,22.2062974
65.5822662,22.2062951
65.582264,22.2062916
65.5822695,22.2062477
65.5822699,22.2062454
65.5822725,22.2062438
65.5822738,22.2062434
65.5822729,22.2062442
65.5822783,22.20624
65.582281,22.2062378
65.5822827,22.2062364
65.5822857,22.2062353
65.5822857,22.2062302
65.5822494,22.2063166
65.5822558,22.206302
65.5822549,22.2062985
65.5822565,22.2062856
65.5822571,22.2062916
65.5822521,22.2062875
65.5822514,22.2062866
65.5822519,22.2062848
65.5822511,22.2062857
65.5822486,22.2062782
65.5822473,22.2062775
65.582247,22.2062775
65.5822468,22.2062776
65.5822476,22.2062767
65.5822486,22.2062744
65.5822446,22.2062621
65.5822432,22.206258
65.5822433,22.2062559
65.5822432,22.2062572
65.5822429,22.206258
65.5822476,22.2062645
65.5822484,22.2062655
65.5822478,22.2062672
65.5822482,22.2062662
65.5822482,22.206266
65.5822482,22.2062659
65.5822481,22.2062658
65.5822479,22.2062659
65.5822477,22.2062656
65.5822476,22.2062654
65.5822479,22.2062648
65.5822494,22.2062624
65.5822493,22.2062636
65.5822493,22.2062641
65.5822492,22.2062644
65.5822491,22.2062644
65.58225,22.20627
65.5822503,22.2062706
65.5822504,22.2062706
65.5822504,22.2062703
65.5822506,22.2062703
65.582248,22.2062729
65.5822495,22.2062783
65.5822512,22.2062768
65.5822533,22.2062752
65.5822536,22.2062751
65.5822534,22.2062754
65.5822537,22.2062729
65.5822527,22.2062737
65.5822523,22.2062741
65.5822522,22.2062743
65.5822537,22.2062755
65.5822542,22.2062758
65.5822542,22.2062758
65.5822542,22.2062759
65.5822541,22.2062758
65.5822541,22.2062757
65.5822542,22.2062755
65.5822542,22.2062753
65.5822543,22.206275
65.5822546,22.2062745
65.5822547,22.2062743
65.5822548,22.2062741
65.5822547,22.2062741
65.5821925,22.2063789
65.5822504,22.2062714
65.582156,22.2063138
65.5822529,22.2063097
65.5822595,22.2062589
65.5822649,22.2062855
65.5822192,22.2063489
65.582257,22.2062923
65.5822564,22.2063009
65.582242,22.2062827
65.5822193,22.206098
65.5823069,22.20611
65.5823113,22.2061924
65.5823302,22.2062134
65.5823325,22.2061063
65.5822762,22.2062183
